name,sample_text,lang_code,asjp-name,wals_family,ethnologue_family,glottolog_family,asjp_num,latitude,longitude,num_speakers,wals_code,iso_code,country,continent,top_level_family,manual_edit,wikipedia_link,ethnologue_link
Nyankore,"Abantu nibazaarwa baine 
obugabe nobushoborozi ebiri kwingana nibahangwa baine obwengye kandi 
barikubasa kwahura ekirungi nekibi, nahabwekyo abantu bashemereire 
kutuura kumwe nkabanya Uganda.",nyn,HIMA_RDC,NC.BANTU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,J,Nyoro-Ganda(E.13)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,NortheastSavannaBantu,GreatLakesBantu,WestNyanza,Rutara,NorthRutara,Nkore-Kiga-Nyoro-Tooro,Nkore-Kiga}",1,-0.5,30.5,3433000,rny,nyn,UGA,Africa,Atlantic-Congo,,Nyankore_language,
Nyemba,"Vanu voxe vakasemuka mu 
cizango co mumo lika mu vulemu co kulimanena. Vakevo vakala na mangana 
co na mbunge co vana pande kulinga vamo na vakwavo na mbunge ya vuna 
yina.",nba,,,,,,,,1000000,,,,Africa,Atlantic-Congo,y,Luchazi,https://www.ethnologue.com/language/nba/
"Ojibwa, Northwestern",ᑭᑲᓇᐌᓀᓐ ᑲᐱᒪᑎᓯᐗᑦ ᓂᑕᐎᑭᐗᒃ ᑎᐯᓂᒥᑎᓱᐎᓂᒃ ᒥᓇ ᑕᐱᑕ ᑭᒋᐃᓀᑕᑯᓯᐎᓐ ᑲᔦ ᑌᐸᑫᑕᑯᓯᐎᓐ. ᐅᑕᔦᓇᐗ ᒥᑲᐎᐎᓐ ᑲᔦ ᓂᑄᑲᐎᓐ ᒥᓇᐗ ᑕᔥ ᒋᐃᔑᑲᓇᐗᐸᑎᐗᐸᓐ ᐊᒐᑯ ᒥᓄᐎᒋᐎᑎᐎᓂᒃ.,ojb,,,,,,,,900000,,,,North America,Algic,y,Northwestern_Ojibwa,https://www.ethnologue.com/language/ojb/
"Oromo, Borana-Arsi-Guji","Namooti hundinuu birmaduu 
ta'anii mirgaa fi ulfinaanis wal-qixxee ta'anii dhalatan. Sammuu fi 
qalbii ittiin yaadan waan uumamaan kennameef, hafuura obbolummaatiin 
walii-wajjin jiraachuu qabu.",om,,,,,,,,8400000,,,,Africa,Afro-Asiatic,y,Southern_Oromo_language,
Páez,"Ya'nwe'wewa'te' maa 
nasapa ha'dacehk hi'pku up'hi', wëtte u'huwa'hi'pta', eena' eena' 
f'i'zewa' hi'pta', üus hi'pta' d'ik'the hi'pta' naapa'kate. Sa' h'ukaysa
 üus hi'pcehktha'w sa' pyakhna'we f'i'ze hi'ptha'w.",pbb,PAEZ,Pae.PAEZAN,"Paezan,Paezan",Paez},3,2.67,-76,60000,pae,pbb,COL,South America,Paez,,Páez_language,
Pampangan,"Ding sablang tau mibait 
lang malaya at pante-pante king karangalan at karapatan. Ila 
mipagkaluban lang katuliran at konsensiya ay dapat misaupan king diwang 
pamikapatiran.",pam,KAPAMPANGAN,An.CENTRAL_LUZON,"Austronesian,Malayo-Polynesian,CentralLuzon,Pampangan","Austronesian,Malayo-Polynesian,CentralLuzon}",1,15.33,120.5,2049670,kpm,pam,PHL,Asia,Austronesian,,Pampangan_language,
"Panjabi, Eastern","ਸਾਰਾ ਮਨੁੱਖੀ ਪਰਿਵਾਰ ਆਪਣੀ 
ਮਹਿਮਾ, ਸ਼ਾਨ ਅਤੇ ਹੱਕਾਂ ਦੇ ਪੱਖੋਂ ਜਨਮ ਤੋਂ ਹੀ ਆਜ਼ਾਦ ਹੈ ਅਤੇ ਸੁਤੇ ਸਿੱਧ ਸਾਰੇ ਲੋਕ 
ਬਰਾਬਰ ਹਨ । ਉਨ੍ਹਾਂ ਸਭਨਾ ਨੂੰ ਤਰਕ ਅਤੇ ਜ਼ਮੀਰ ਦੀ ਸੌਗਾਤ ਮਿਲੀ ਹੋਈ ਹੈ ਅਤੇ ਉਨ੍ਹਾਂ 
ਨੂੰ ਭਰਾਤਰੀਭਾਵ ਦੀ ਭਾਵਨਾ ਰਖਦਿਆਂ ਆਪਸ ਵਿਚ ਵਿਚਰਣਾ ਚਾਹੀਦਾ ਹੈ ।",pa,PUNJABI_MAJHI,IE.INDIC,"Indo-European,Indo-Iranian,Indo-Aryan,IntermediateDivisions,Western,Panjabi","Indo-European,ClassicalIndo-European,Indo-Iranian,Indo-Aryan,Indo-AryanNorthwesternzone,Sindhi-Lahnda,EasternPanjabic}",1,31,74,48621570,pan,pan,PAK,Asia,Indo-European,,Punjabi_language,
"Panjabi, Western","سارے انسان آزاد تے حقوق 
تے عزت دے لحاظ نال برابر پیدا ہوندے نیں ۔ ۔ اوہ عقل سمجھ تے چنگے مندے دی
 پچھان تے احساس رکھدے نے ایس واسطے اوہناں نوں اک دوجے نال بھائی چارے 
والا سلوک کرنا چاہی دا اے ۔ ۔",lah,,,,,,,,1000000,,,,Asia,Indo-European,y,Lahnda,https://www.ethnologue.com/language/pnb/
Papuan Malay,"Samua orang dilahirkan 
merdeka dan pu martabat dan hak-hak yang sama. Dorang dikaruniai akal 
dan hati nurani dan lebih baik bergaul satu sama lain dalam semangat 
persaudaraan.",pmy,,,,,,,,1000000,,,,Asia,Austronesian,y,Papuan_Malay,https://www.ethnologue.com/language/pmy/
"Pashto, Northern","د بشر ټول افراد ازاد نړۍ 
ته راځي او د حيثيت او د حقوقو له پلوه سره برابر دي۔ ټول د عقل او وجدان 
خاوندان دي او بايد يو له بل سره د ورورۍ په روحيه سره چلنند کړي۔",ps,,,,,,,,30000000,,,,Asia,Indo-European,y,Northern_Pashto,
"Pidgin, Nigerian","Everi human being, naim 
dem born free and dem de equal for dignity and di rights wey we get, as 
human beings, God come give us beta sense wey we de take tink well, well
 and beta mind, sake for dis, we must to treat each other like broda and
 sister.",pcm,NIGERIAN_PIDGIN,Oth.CREOLES_AND_PIDGINS,"Creole,Englishbased,Atlantic,Krio","Indo-European,ClassicalIndo-European,Germanic,NorthwestGermanic,WestGermanic,NorthSeaGermanic,Anglo-Frisian,Anglic,LaterAnglic,Middle-ModernEnglish,Macro-English,GuineaCoastCreoleEnglish,WestAfricanCreoleEnglish,CoastalNigerianKrio,Nigeria-CameroonCreoleEnglish}",1,6.5,3.33,47500000,npi,pcm,NGA,Africa,Indo-European,,Nigerian_Pidgin,
Pintupi-Luritja,"Nganana maru tjuta, 
tjulkura tjuta, manta yurungka parrari nyinapayi tjutanya liipulala 
nyinanyi, nganana yanangu maru tjuta wiya kuyakuya. Yuwankarrangkuya 
palya nintingku kulini. Tjanaya palya kutjupa tjutaku tjukarurru 
nyinanytjaku, walytja tjuta nguwanpa, mingarrtjuwiya. Tjungungku 
palyangku kurrunpa kutjungku.Wangka ngaangku nganananya tjakultjunanyi 
rapa ngaranytjaku kutjupa tjuta nguwanpa.",piu,PINTUPI,PN.WESTERN_PAMA-NYUNGAN,"Australian,Pama-Nyungan,South-West,Wati","Pama-Nyungan,DesertNyungic,Wati,Pintupic,NuclearPintupic}",1,-23,129,1110,pin,piu,AUS,Oceania,Pama-Nyungan,,Pintupi-Luritja_language,
Polish,"Wszyscy ludzie rodzą się 
wolni i równi pod względem swej godności i swych praw. Są oni obdarzeni 
rozumem i sumieniem i powinni postępować wobec innych w duchu 
braterstwa.",pl,POLISH,IE.SLAVIC,"Indo-European,Balto-Slavic,Slavic,West,Lechitic","Indo-European,ClassicalIndo-European,Balto-Slavic,Slavic,WestSlavic,Lechitic}",1,52,20,39981160,pol,pol,POL,Europe,Indo-European,,Polish_language,
Portuguese (Brazil),"Todos os seres 
humanos nascem livres e iguais em dignidade e direitos. São dotados de 
razão e consciência e devem agir em relação uns aos outros com espírito 
de fraternidade.",pt-BR,PORTUGUESE,IE.ROMANCE,"Indo-European,Italic,Romance,Italo-Western,Western,Gallo-Iberian,Ibero-Romance,WestIberian,Portuguese-Galician","Indo-European,ClassicalIndo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,SouthwesternShiftedRomance,WestIbero-Romance,GalicianRomance,Macro-Portuguese,Brazil-PortugalPortuguese}",1,39,-8,232421190,por,por,PRT,Europe,Indo-European,,Portuguese_language,
Portuguese (Portugal),"Todos os seres 
humanos nascem livres e iguais em dignidade e em direitos. Dotados de 
razão e de consciência, devem agir uns para com os outros em espírito de
 fraternidade.",pt-PT,PORTUGUESE,IE.ROMANCE,"Indo-European,Italic,Romance,Italo-Western,Western,Gallo-Iberian,Ibero-Romance,WestIberian,Portuguese-Galician","Indo-European,ClassicalIndo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,SouthwesternShiftedRomance,WestIbero-Romance,GalicianRomance,Macro-Portuguese,Brazil-PortugalPortuguese}",1,39,-8,232421190,por,por,PRT,Europe,Indo-European,,Portuguese_language,
Pular,"NEDDHANKE EN FOW 
DYIBINTE NO HETTII NO FOTA E DHI FOW, E NDIMU E HANDANDHI. BHE 
DYIBINDINTE E HAGGHIL E FAAMU ; HIBHE HAANI DYOGONDIRDE E NDER HAGGHIL 
NEENEGOOTAANKAAKU.",fuf,PULAR,NC.PEUL-SERER,"Niger-Congo,Atlantic-Congo,Atlantic,Northern,Senegambian,Fula-Wolof,Fula,WestCentral","Atlantic-Congo,North-CentralAtlantic,Fula-Sereer,Fula}",1,11.5,-12.5,4740200,fgu,fuf,GIN,Africa,Atlantic-Congo,,Pular_language,
Pular (Adlam),"𞤋𞤲𞥆𞤢𞤥𞤢 
𞤢𞥄𞤣𞤫𞥅𞤶𞤭 𞤬𞤮𞤬 𞤨𞤮𞤼𞤭، 𞤲'𞤣𞤭𞤥𞤯𞤭𞤣𞤭 𞤫 
𞤶𞤭𞤦𞤭𞤲𞤢𞤲𞥆𞤣𞤫 𞤼𞤮 𞤦𞤢𞤲𞥆𞤺𞤫 𞤸𞤢𞤳𞥆𞤫𞥅𞤶𞤭. 𞤉𞤩𞤫 
𞤲'𞤺𞤮𞥅𞤣𞤭 𞤥𞤭𞥅𞤶𞤮 𞤫 𞤸𞤢𞤳𞥆𞤭𞤤𞤢𞤲𞤼𞤢𞥄𞤺𞤢𞤤 𞤫𞤼𞤫 𞤫𞤩𞤫 
𞤨𞤮𞤼𞤭 𞤸𞤵𞥅𞤬𞤮 𞤲'𞤣𞤭𞤪𞤣𞤫 𞤫 𞤲'𞤣𞤫𞤪 𞤩 
𞤭𞤴𞤲𞤺𞤵𞤴𞤵𞤥𞥆𞤢𞥄𞤺𞤵.",fuf-Adlm,PULAR,NC.PEUL-SERER,"Niger-Congo,Atlantic-Congo,Atlantic,Northern,Senegambian,Fula-Wolof,Fula,WestCentral","Atlantic-Congo,North-CentralAtlantic,Fula-Sereer,Fula}",1,11.5,-12.5,4740200,fgu,fuf,GIN,Africa,Atlantic-Congo,,Pular_language,
Purepecha,"Iamendu k'uiripuecha 
janguarhiparini ka majku jarhati ka jurhimbekuecha jingoni 
kueraaŋasondikso ka, juajtakuarhisïndiksï ambakiti eratsekua ka 
kaxumbikua, jatsistiksï eskaksï sesi arhijperaaka.",tsz,PUREPECHA,Tar.TARASCAN,Tarascan,Tarascan},3,19.5,-101.67,55000,pur,tsz,MEX,North America,Tarascan,,Purepecha_language,
Q'eqchi',"Chijunil li poyanam 
juntaq'eet wankil xloq'al naq nake'yo'la, ut kama' ak reheb' naq wan 
xna'leb'eb ut nake'reek'a rib', tento naq te'xk'am rib' sa' usilal 
chirib'ilrib'eb'.",kek,EASTERN_KEKCHI_CAHABON,May.MAYAN,"Mayan,Yucatecan-CoreMayan,K'ichean-Mamean,K'ichean","Mayan,CoreMayan,Quichean-Mamean,GreaterQuichean}",1,15.56,-89.82,1147600,kek,kek,GTM,North America,Mayan,,Q'eqchi'_language,
"Quechua, South Bolivian","Tukuy kay pachaman 
paqarimujkuna libres nasekuntu tukuypunitaj kikin 
obligacionesniycjllataj, jinakamalla honorniyojtaj atiyniyojtaj, 
chantaqa razonwantaj concienciawantaj dotasqa kasqankurayku, kawsaqe 
masipura jina, tukuy uj munakuyllapi kawsakunanku tian.",quh,MARAGUA,Que.QUECHUAN,"Quechuan,PeripheralQuechua,Chinchay,SouthernChinchay","Quechuan,QuechuaII,QuechuaIIC,Bolivian-ArgentinianQuechua}",1,-19.05,-65.43,1616120,qbo,quh,BOL,South America,Quechuan,,South_Bolivian_Quechua,
Romanian,"Toate ființele umane se 
nasc libere și egale în demnitate și în drepturi. Ele sunt înzestrate cu
 rațiune și conștiință și trebuie să se comporte unele față de altele în
 spiritul fraternității.",ro,ROMANIAN,IE.ROMANCE,"Indo-European,Italic,Romance,Eastern","Indo-European,ClassicalIndo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,EasternRomance,NorthernRomanian,EasternRomanian}",1,46,25,23972980,rom,ron,ROU,Europe,Indo-European,,Romanian_language,
Rundi,"Abantu bose bavuka bishira
 bakizana kandi bangana mu gateka no mu ngingo zibubahiriza. Bafise 
ubwenge n'umutima kandi bategerezwa kwubahana nk'abavandimwe.",rn,J62_RUNDI,NC.BANTU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,J,Ruanda-Rundi(D.62)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,NortheastSavannaBantu,GreatLakesBantu,WesternLakesBantu,Kivu,WestHighlandsKivu}",1,-3.5,30,11244750,rnd,run,BDI,Africa,Atlantic-Congo,,Rundi_language,
Russian,"Все люди рождаются 
свободными и равными в своем достоинстве и правах. Они наделены разумом и
 совестью и должны поступать в отношении друг друга в духе братства.",ru,NINILCHIK_RUSSIAN,IE.SLAVIC,"Indo-European,Balto-Slavic,Slavic,East","Indo-European,ClassicalIndo-European,Balto-Slavic,Slavic,EastSlavic}",1,,,153688030,rus,rus,USA,Europe,Indo-European,,Russian_language,
Rwanda,"Abantu bose bavuka aliko bakwiye agaciro no kwubahwa kimwe. Bose bavukana ubwenge n'umutima, bagomba kugilirana kivandimwe.",rw,KINYARWANDA,NC.BANTU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,J,Ruanda-Rundi(D.61)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,NortheastSavannaBantu,GreatLakesBantu,WesternLakesBantu,Kivu,WestHighlandsKivu}",1,-2,30,13125250,kin,kin,RWA,Africa,Atlantic-Congo,,Rwanda_language,
Secoya,"Si'apai aide'oyë kua'ye 
peoye kui'ne siayë'kë maka pa'iye kui'ne tutupaye koni, jaje 
kuasase'sëtepi kuaju'i'ne peoye ñese saiye pa'iji ko̱kaijë yekë paireje.",sey,SECOYA,Tuc.TUCANOAN,"Tucanoan,WesternTucanoan,Macaguaje","Tucanoan,WesternTucanoan,NapoTucanoan,Siona-Secoya}",1,-0.33,-76,1005,sec,sey,ECU,South America,Tucanoan,,Secoya_language,
Seraiki,"سارے انسان ازادا تے حقوق
 تے عزت دے اعتبار نال ہکو ڄئے پیدا تھیندن ۔ قدرت ولوں انہاں کوں عقل تے 
سمجھ عطا تھیندی اے ۔ ہیں کیتے ہک ڋوجھے نال بھرپی داسلوک کرڻا چاہی دا اے ۔",skr,SERAIKI,IE.INDIC,"Indo-European,Indo-Iranian,Indo-Aryan,IntermediateDivisions,Western,Panjabi,WesternPanjabi","Indo-European,ClassicalIndo-European,Indo-Iranian,Indo-Aryan,Indo-AryanNorthwesternzone,Sindhi-Lahnda,Lahnda,Siraikic}",1,34,71.41,26009000,skr,,PAK,Asia,Indo-European,,Seraiki_language,
Shan,"ၵူၼ်းၵူႊၵေႃႉၼႆႉ 
ပဵၼ်ဢၼ်ၵိူတ်ႇမႃးလူၺ်ႈၵုင်ႇမုၼ်ဢၼ်လွတ်ႈလႅဝ်းၽဵင်ႇပဵင်းၵၼ် လႄႈ သုၼ်ႇလႆႈဢၼ်
 လွတ်ႈလႅဝ်းၽဵင်ႇ ပဵင်းၵၼ်။ ၶဝ်ၼႆႉ မီးၺၢၼ်ႇဢၼ်မေႃထတ်းသၢင် လႄႈ 
ၸႂ်ဢၼ်ႁူႉၸၵ်းၾိင်ႈတိုဝ်းၵမ် ၼၼ်ႉလႄႈ ထုၵ်ႇဝႆႉၸႂ်ပီႈဢွၵ်ႇ ၼွင်ႉၶႆႇၵၼ်သေ 
တိတ်းတေႃႇၵၼ်။",shn,NORTHERN_SHAN,TK.KAM-TAI,"Kra-Dai,Kam-Tai,Tai,Southwestern","Tai-Kadai,Kam-Tai,Daic-Beic,Daic,Central-SouthwesternTai,Wenma-SouthwesternTai,Sapa-SouthwesternTai,SouthwesternTai,SouthwesternTaiP,ShanTai,NorthernShan}",1,23.7,98.03,4685000,sha,shn,MMR,Asia,Tai-Kadai,,Shan_language,
Shipibo-Conibo,"Jatíbi joninra huetsa 
jonibaon yoiai nincáresti iqui, jahueraquibi jaconmai iamaquin; jainoash
 jahuen queena jacon jahuéquibo ati jahuequescamabi iqui, tsonbira 
amayamatima iqui. Jaticashbira jascara aresti jacon shinanya iti 
jahuequescamabi iqui, jahuequescarainoash picota joni inonbi. Huestiora 
huestiorabora jahuéqui ati shinanya iqui; jainshon onanribique 
jahueratoqui jacon iqui jainoash jaconma iqui ishon. Ja copira huetsa 
jonibires inonbi non jato jaconharesti iqui, non huetsabi non acai 
quescaaquin.",shp,KONIBO,PT.PANOAN,"Panoan,Mainline,Shipibo","Pano-Tacanan,Panoan,MainlinePano,PanoNawa,Chamasubgroup,Shipibo-Konibo-Kapanawa}",1,-7.5,-75,22500,shk,shp,PER,South America,Pano-Tacanan,,Shipibo-Conibo_language,
Shona,"Vanhu vese vanoberekwa 
vakasununguka uyewo vakaenzana pahunhu nekodzero dzavo. Vanhu vese 
vanechipo chokufunga nekuziva chakaipa nechakanaka saka vanofanira 
kubatana nomweya wohusahwira.",sn,KOREKORE,NC.BANTU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,S,Shona(S.10)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,Shona(S.10),CoreShona,PlateauShona,CentralShona}",1,-18,31,7237290,krg,sna,ZWE,Africa,Atlantic-Congo,,Shona_language,
Sidamo,"Manchi beetti 
kalaqamunni wolaphinoho. Ayirrinyunninna qoossotennino taaloho. 
Huwatanno tiiano kalaqamunni ba’raarinoha ikkasinni mittu wolu ledo 
rodiimmate ayyaaninni hee’ra noosi.",sid,SIDAMO,AA.HIGHLAND_EAST_CUSHITIC,"Afro-Asiatic,Cushitic,East,Highland","Afro-Asiatic,Cushitic,EastCushitic,HighlandEastCushitic,Sidaama-Hadiyya-Kambaata,Sidaama-Gedeo}",1,6.75,38.3,4441000,sid,sid,ETH,Africa,Afro-Asiatic,,Sidamo_language,
Sinhala,"සියලු මනුෂ්‍යයෝ නිදහස්ව 
උපත ලබා ඇත. ගරුත්වයෙන් හා අයිතිවාසිකම්වලින් සමාන වෙති. යුක්ති අයුක්ති 
පිළිබඳ හැඟීමෙන් හා හෘදය සාක්ෂියෙන් යුත් ඔවුන්, ඔවුනොවුන්ට සැළකිය යුත්තේ 
සහෝදරත්වය පිළිබඳ හැඟීමෙනි.",si,SINHALA,IE.INDIC,"Indo-European,Indo-Iranian,Indo-Aryan,OuterLanguages,Southern,Sinhalese-Maldivian","Indo-European,ClassicalIndo-European,Indo-Iranian,Indo-Aryan,Dhivehi-Sinhala,Sinhalaic}",1,7,80.5,15499230,snh,sin,LKA,Asia,Indo-European,,Sinhala_language,
Slovak,"Všetci ľudia sa rodia 
slobodní a sebe rovní , čo sa týka ich dostojnosti a práv. Sú obdarení 
rozumom a majú navzájom jednať v bratskom duchu.",sk,SLOVAK,IE.SLAVIC,"Indo-European,Balto-Slavic,Slavic,West,Czech-Slovak","Indo-European,ClassicalIndo-European,Balto-Slavic,Slavic,WestSlavic,Czech-Slovak}",1,49,20,5193840,svk,slk,SVK,Europe,Indo-European,,Slovak_language,
Slovenian,"Vsi ljudje se rodijo 
svobodni in imajo enako dostojanstvo in enake pravice. Obdarjeni so z 
razumom in vestjo in bi morali ravnati drug z drugim kakor bratje.",sl,SLOVENIAN,IE.SLAVIC,"Indo-European,Balto-Slavic,Slavic,South,Western","Indo-European,ClassicalIndo-European,Balto-Slavic,Slavic,SouthSlavic,WesternSouthSlavic}",1,46,15,2046060,slo,slv,SVN,Europe,Indo-European,,Slovenian_language,
Somali,"Aadanaha dhammaantiis 
wuxuu dhashaa isagoo xor ah kana siman xagga sharafta iyo xuquuqada 
Waxaa Alle (Ilaah) siiyay aqoon iyo wacyi, waana in qof la arkaa qofka 
kale ula dhaqmaa si walaaltinimo ah.",so,SOMALI,AA.LOWLAND_EAST_CUSHITIC,"Afro-Asiatic,Cushitic,East,Somali","Afro-Asiatic,Cushitic,EastCushitic,LowlandEastCushitic,SouthernLowlandEastCushitic,MainstreamLowlandEastCushitic,Omo-Tana,EasternOmo-Tana}",1,3,45,21807730,som,som,SOM,Africa,Afro-Asiatic,,Somali_language,
Soninke,"Haadama renme su 
saareyen ŋa an na du-kitten ña, an nta sere komaaxu, an do soron su yan 
yekka dorontaaxu do taqu. Haqilen, wa sere su, a do soro kuttu nan siri 
terene doome kappalengaaxu kanma.",snk,SONINKE,Man.WESTERN_MANDE,"Niger-Congo,Mande,Western,Northwestern,Soninke-Bobo,Soninke-Boso,Soninke","Mande,WesternMande,NorthwesternMande,Soninke-Bozo,Soninkean}",1,15,-10.5,2189250,snn,snk,MLI,Africa,Mande,,Soninke_language,
"Sotho, Northern","Batho ka moka ba belegwe
 ba lokologile le gona ba na le seriti sa go lekana le ditokelo. Ba 
filwe monagano le letswalo mme ba swanetše go swarana ka moya wa bana ba
 mpa.",nso,NORTHERN_SOTHO,NC.BANTU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,S,Sotho-Tswana(S.32)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,SouthernBantu-Makua,Sotho-Makua-Venda,Sotho-Makua,Sotho-Tswana(S.30),Sotho,NorthernSotho,Sepedic}",1,-24,29,4631000,stn,nso,ZAF,Africa,Atlantic-Congo,,Northern_Sotho,
"Sotho, Southern","Batho bohle ba tswetswe ba
 lokolohile mme ba lekana ka botho le ditokelo. Ba tswetswe le monahano 
le letswalo mme ba tlamehile ho phedisana le ba bang ka moya wa boena.",st,SOTHO_SOUTHERN,NC.BANTU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,S,Sotho-Tswana(S.33)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,SouthernBantu-Makua,Sotho-Makua-Venda,Sotho-Makua,Sotho-Tswana(S.30),Sotho,Sesotho-Lozi}",1,-28,27,5624700,ses,sot,ZAF,Africa,Atlantic-Congo,,Sotho_language,
Spanish,"Todos los seres humanos 
nacen libres e iguales en dignidad y derechos y, dotados como están de 
razón y conciencia, deben comportarse fraternalmente los unos con los 
otros.",es,SPANISH,IE.ROMANCE,"Indo-European,Italic,Romance,Italo-Western,Western,Gallo-Iberian,Ibero-Romance,WestIberian,Castilian","Indo-European,ClassicalIndo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,SouthwesternShiftedRomance,WestIbero-Romance,Castilic}",1,40,-4,471397370,spa,spa,ESP,Europe,Indo-European,,Spanish_language,
Sukuma,"Banhu bose bakabyalagwa 
na wiyabi na bakabizaga na makujo na sekge jabo jilenganilile. Banhu 
bose bakabizaga na masala na buhabuji; hukuyomba balidakilwa gubi na 
witogwa gidi bana ba myaji umo.",suk,F21_SUKUMA,NC.BANTU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,F,Sukuma-Nyamwezi(F.21)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,NortheastSavannaBantu,Sukuma-Nyamwezi(F.20),Nyamwezic}",1,-2.83,32,8130000,skm,suk,TZA,Africa,Atlantic-Congo,,Sukuma_language,
Sunda,"Sakumna jalma gubrag ka 
alam dunya teh sifatna merdika jeung boga martabat katut hak-hak anu 
sarua . Maranehna dibere akal jeung hate nurani, campur-gaul jeung 
sasamana aya dina sumanget duduluran.",su,SUNDANESE,An.MALAYO-SUMBAWAN,"Austronesian,Malayo-Polynesian,Sundanese","Austronesian,Malayo-Polynesian,Malayo-Sumbawan,Sundanese-Badui}",1,-7,107,32400000,sun,sun,IDN,Asia,Austronesian,,Sunda_language,
Susu,"Adamadie birin barixinɛ e
 lan yɛtɛralui kui, yɛtɛ kolonyi nun yɛtɛ suxu kima. Fondoe nun faxamui 
na e bɛ boresuxu kima bariboreya fanyi kui.",sus,SUSU,Man.WESTERN_MANDE,"Niger-Congo,Mande,Western,Central-Southwestern,Central,Susu-Yalunka","Mande,WesternMande,Manding-Kpelle,CentralMande,Susu-Yalunka}",1,10,-13,2409140,sus,sus,GIN,Africa,Mande,,Susu_language,
Swati,"Bonkhe bantfu batalwa 
bakhululekile balingana ngalokufananako ngesitfunti nangemalungelo. 
Baphiwe ingcondvo nekucondza kanye nanembeza ngakoke bafanele batiphatse
 nekutsi baphatse nalabanye ngemoya webuzalwane.",ss,HLUBI,NC.BANTU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,S,Nguni(S.43)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,SouthernBantu-Makua,Nguni-Tsonga,Nguni(S.40),SouthernNdebele-Lowland}",1,-26.5,31,2314500,swt,ssw,SWZ,Africa,Atlantic-Congo,,Swati_language,
Swedish,"Alla människor äro födda 
fria och lika i värde och rättigheter. De äro utrustade med förnuft och 
samvete och böra handla gentemot varandra i en anda av broderskap.",sv,JAMTLANDIC,IE.GERMANIC,"Indo-European,Germanic,North,EastScandinavian,Danish-Swedish,Swedish","Indo-European,ClassicalIndo-European,Germanic,NorthwestGermanic,NorthGermanic,NorthScandinavian,East-CentralSwedic,EastSwedic}",1,63,14.67,9905700,swe,swe,SWE,Europe,Indo-European,,Swedish_language,
Tagalog (Latin),"Ang lahat ng tao'y 
isinilang na malaya at pantay-pantay sa karangalan at mga karapatan. 
Sila'y pinagkalooban ng katwiran at budhi at dapat magpalagayan ang 
isa't isa sa diwa ng pagkakapatiran.",tl,MARINDUQUE_TAGALOG,An.GREATER_CENTRAL_PHILIPPINE,"Austronesian,Malayo-Polynesian,GreaterCentralPhilippine,CentralPhilippine,Tagalog","Austronesian,Malayo-Polynesian,GreaterCentralPhilippine,CentralPhilippine,Tagalogic,Tagalog-Filipino}",1,15,121,25536380,tag,tgl,PHL,Asia,Austronesian,,Tagalog_language,
